touchpoint_id,advertiser_id,rep_id,touchpoint_type,occurred_at,notes
tp_0549,adv_j,rep_05,email,2025-04-01 09:00:00,Great meeting - advertiser committed to renewing after attribution report walkthrough review
tp_0550,adv_l,rep_05,call,2025-04-01 14:00:00,"Discussed budget, timeline, creative assets, and renewal terms with client"
tp_0551,adv_q,rep_08,call,2025-04-01 15:05:00,Advertiser asked for case studies related to pricing negotiation
tp_0552,adv_s,rep_06,meeting,2025-04-01 17:15:00,"Discussed audience segment review - no major concerns, moving forward as planned"
tp_0553,adv_c,rep_02,call,2025-04-02 15:50:00,Sent updated deck covering creative refresh request to stakeholders
tp_0554,adv_i,rep_07,call,2025-04-05 16:45:00,"Flagged concerns about newsletter renewal performance, escalating internally"
tp_0555,adv_o,rep_02,call,2025-04-05 17:30:00,"Left voicemail regarding pricing negotiation, awaiting callback"
tp_0556,adv_i,rep_07,meeting,2025-04-06 16:00:00,"Follow-up on holiday campaign brief, client had questions about timeline"
tp_0557,adv_g,rep_01,demo,2025-04-07 09:50:00,Client pushed back on pricing during quarterly business review discussion
tp_0558,adv_q,rep_08,meeting,2025-04-07 16:30:00,Discussed influencer partnership pitch with client
tp_0559,adv_m,rep_06,meeting,2025-04-09 07:45:00,Scheduled follow-up meeting to continue audience segment review conversation
tp_0560,adv_t,rep_06,email,2025-04-09 15:30:00,
tp_0561,adv_h,rep_07,email,2025-04-11 12:00:00,Client's marketing director joined call to discuss audience segment review
tp_0562,adv_s,rep_06,meeting,2025-04-11 14:00:00,Walked client through recipe series sponsorship
tp_0563,adv_c,rep_02,email,2025-04-12 07:10:00,Discussed Champions League placement with client
tp_0564,adv_f,rep_04,meeting,2025-04-13 08:05:00,Kickoff call for creative refresh request
tp_0565,adv_t,rep_02,email,2025-04-14 10:05:00,"Scheduled follow-up meeting to continue audience segment review conversation

Get Outlook for iOS"
tp_0566,adv_t,rep_05,meeting,2025-04-16 14:00:00,Scheduled follow-up meeting to continue spring push planning conversation
tp_0567,adv_c,rep_02,email,2025-04-17 08:10:00,"Flagged concerns about programmatic pilot discussion performance, escalating internally"
tp_0568,adv_a,rep_01,email,2025-04-18 10:05:00,IMPORTANT: BUDGET APPROVED FOR Q4 CAMPAIGN
tp_0569,adv_q,rep_08,call,2025-04-18 18:10:00,Rescheduled brand values campaign brief meeting due to client conflict
tp_0570,adv_j,rep_05,call,2025-04-19 11:05:00,"Reviewed contract terms tied to brand values campaign brief, legal reviewing redlines

Thanks,
Alex"
tp_0571,adv_s,rep_07,email,2025-04-19 17:15:00,"Left voicemail regarding holiday campaign brief, awaiting callback"
tp_0572,adv_a,rep_01,demo,2025-04-20 17:30:00,"Left voicemail regarding audience segment review, awaiting callback"
tp_0573,adv_p,rep_07,call,2025-04-21 14:45:00,"Reviewed contract terms tied to brand values campaign brief, legal reviewing redlines"
tp_0574,adv_a,rep_01,email,2025-04-21 14:50:00,"influencer partnership pitch - client is interested, sending proposal next week"
tp_0575,adv_b,rep_04,meeting,2025-04-21 18:20:00,Nope
tp_0576,adv_j,rep_01,email,2025-04-22 11:45:00,Client's HQ in Zürich requested naïve forecast for Q4
tp_0577,adv_j,rep_05,call,2025-04-22 12:45:00,"Reviewed new product launch tie-in results, positive feedback from advertiser"
tp_0578,adv_b,rep_04,call,2025-04-22 13:00:00,Advertiser expanded scope of new product launch tie-in to include additional markets
tp_0579,adv_t,rep_06,email,2025-04-22 14:30:00,n/a.
tp_0580,adv_s,rep_06,call,2025-04-25 12:50:00,no update
tp_0581,adv_s,rep_05,meeting,2025-04-26 11:10:00,Sent holiday campaign brief details via email
tp_0582,adv_c,rep_02,demo,2025-04-26 15:50:00,Nope
tp_0583,adv_l,rep_02,call,2025-04-27 16:45:00,Discussed recipe series sponsorship with client
tp_0584,adv_e,rep_01,meeting,2025-04-28 18:10:00,Kickoff call for audience segment review
tp_0585,adv_a,rep_01,call,2025-04-29 13:15:00,Advertiser asked for case studies related to recipe series sponsorship
tp_0586,adv_j,rep_01,email,2025-04-30 09:10:00,n
tp_0587,adv_j,rep_01,call,2025-04-30 18:10:00,Great meeting - advertiser committed to renewing after Q1 awareness campaign review
tp_0588,adv_r,rep_01,demo,2025-05-01 17:15:00,Scheduled follow-up meeting to continue Champions League placement conversation
tp_0589,adv_s,rep_06,meeting,2025-05-01 18:10:00,"Discussed spring push planning - no major concerns, moving forward as planned"
tp_0590,adv_h,rep_07,meeting,2025-05-02 08:50:00,"Great meeting - advertiser committed to renewing after Q3 budget planning review

Sent from my iPhone"
tp_0591,adv_d,rep_02,email,2025-05-02 14:30:00,999999
tp_0592,adv_d,rep_04,demo,2025-05-02 15:10:00,Client pushed back on pricing during influencer partnership pitch discussion
tp_0593,adv_m,rep_06,email,2025-05-02 16:00:00,"Left voicemail regarding impression dashboard walkthrough, awaiting callback"
tp_0594,adv_j,rep_01,email,2025-05-02 17:30:00,Rescheduled social media bundle upsell meeting due to client conflict
tp_0595,adv_q,rep_08,call,2025-05-02 18:05:00,"Flagged concerns about Q1 awareness campaign performance, escalating internally"
tp_0596,adv_i,rep_02,call,2025-05-04 08:15:00,Walked client through Q4 upsell conversation
tp_0597,adv_p,rep_05,meeting,2025-05-04 13:45:00,Discussed influencer partnership pitch with client
tp_0598,adv_h,rep_04,call,2025-05-04 15:45:00,no update
tp_0599,adv_h,rep_07,email,2025-05-05 16:45:00,Advertiser asked for case studies related to quarterly business review
tp_0600,adv_q,rep_08,email,2025-05-06 12:20:00,*
tp_0601,adv_s,rep_07,email,2025-05-07 17:10:00,Rescheduled attribution report walkthrough meeting due to client conflict
tp_0602,adv_t,rep_06,meeting,2025-05-07 18:30:00,"impression dashboard walkthrough - client is interested, sending proposal next week"
tp_0603,adv_o,rep_03,meeting,2025-05-08 09:50:00,"Discussed mid-flight performance summary - no major concerns, moving forward as planned"
tp_0604,adv_c,rep_02,email,2025-05-09 14:15:00,	
tp_0605,adv_o,rep_03,meeting,2025-05-10 18:20:00,-- --
tp_0606,adv_t,rep_05,call,2025-05-11 14:05:00,"Discussed contract renewal terms - no major concerns, moving forward as planned"
tp_0607,adv_n,rep_02,call,2025-05-11 16:05:00,Rescheduled spring push planning meeting due to client conflict
tp_0608,adv_d,rep_05,call,2025-05-13 15:20:00,"Sent audience segment review details via email

Thanks,
Alex"
tp_0609,adv_i,rep_07,email,2025-05-13 17:10:00,"Champions League placement - client is interested, sending proposal next week"
tp_0610,adv_k,rep_07,email,2025-05-14 08:45:00,No
tp_0611,adv_l,rep_05,call,2025-05-14 10:05:00,"Reviewed co-op marketing funds results, positive feedback from advertiser"
tp_0612,adv_i,rep_02,meeting,2025-05-14 12:00:00,"Discussed Q3 budget planning - no major concerns, moving forward as planned"
tp_0613,adv_p,rep_07,meeting,2025-05-15 13:05:00,Rescheduled holiday campaign brief meeting due to client conflict
tp_0614,adv_b,rep_02,call,2025-05-17 14:00:00,"Client requested changes to contract renewal terms, will revise and resend"
tp_0615,adv_r,rep_04,email,2025-05-17 17:50:00,Sent programmatic pilot discussion details via email
tp_0616,adv_j,rep_01,demo,2025-05-18 18:05:00,"Discussed brand values campaign brief - no major concerns, moving forward as planned"
tp_0617,adv_q,rep_08,email,2025-05-19 08:30:00,"Flagged concerns about quarterly business review performance, escalating internally"
tp_0618,adv_h,rep_07,call,2025-05-19 09:05:00,Client's marketing director joined call to discuss brand values campaign brief
tp_0619,adv_t,rep_06,call,2025-05-20 12:00:00,"Reviewed contract terms tied to contract renewal terms, legal reviewing redlines"
tp_0620,adv_s,rep_05,meeting,2025-05-21 08:15:00,N.A.
tp_0621,adv_t,rep_06,email,2025-05-21 14:20:00,Advertiser expanded scope of influencer partnership pitch to include additional markets
tp_0622,adv_r,rep_04,email,2025-05-21 16:45:00,IMPORTANT: BUDGET APPROVED FOR Q4 CAMPAIGN
tp_0623,adv_t,rep_06,email,2025-05-22 10:00:00,"Reviewed contract terms tied to spring push planning, legal reviewing redlines"
tp_0624,adv_q,rep_08,email,2025-05-22 12:20:00,na
tp_0625,adv_r,rep_04,call,2025-05-23 15:30:00,"Reviewed at-risk account review results, positive feedback from advertiser"
tp_0626,adv_o,rep_02,email,2025-05-23 15:50:00,Nope
tp_0627,adv_f,rep_04,call,2025-05-23 18:50:00,Discussed discovery placement walkthrough with client
tp_0628,adv_p,rep_07,email,2025-05-24 09:10:00,Hi
tp_0629,adv_m,rep_06,email,2025-05-24 15:10:00,Touched base
tp_0630,adv_c,rep_02,call,2025-05-24 16:10:00,"Flagged concerns about spring push planning performance, escalating internally"
tp_0631,adv_c,rep_02,meeting,2025-05-25 17:50:00,👍👍
tp_0632,adv_h,rep_07,call,2025-05-26 15:30:00,Client's marketing director joined call to discuss pricing negotiation
tp_0633,adv_g,rep_01,demo,2025-05-26 15:45:00,No notes field filled originally; adding context now: client is happy
tp_0634,adv_r,rep_01,email,2025-05-27 08:20:00,Yep
tp_0635,adv_t,rep_05,meeting,2025-05-28 15:05:00,URGENT: CLIENT WANTS TO CANCEL CONTRACT IMMEDIATELY
tp_0636,adv_q,rep_08,email,2025-05-28 15:05:00,Rescheduled social media bundle upsell meeting due to client conflict
tp_0637,adv_j,rep_01,call,2025-05-29 16:10:00,"podcast series onboarding - client is interested, sending proposal next week"
tp_0638,adv_s,rep_05,meeting,2025-05-30 14:30:00,TBD
tp_0639,adv_q,rep_08,call,2025-05-30 17:45:00,tbd
tp_0640,adv_t,rep_06,email,2025-05-31 12:30:00,"Discussed contract renewal terms - no major concerns, moving forward as planned"
tp_0641,adv_t,rep_05,email,2025-05-31 12:45:00,Sent programmatic pilot discussion details via email
tp_0642,adv_j,rep_05,call,2025-06-01 09:45:00,"Follow-up on at-risk account review, client had questions about timeline"
tp_0643,adv_k,rep_07,meeting,2025-06-01 14:50:00,-
tp_0644,adv_r,rep_01,email,2025-06-02 08:30:00,Client pushed back on pricing during creative refresh request discussion
tp_0645,adv_j,rep_01,meeting,2025-06-02 13:10:00,Kickoff call for CTV inventory pitch
tp_0646,adv_a,rep_01,meeting,2025-06-03 08:20:00,"Follow-up on newsletter renewal, client had questions about timeline"
tp_0647,adv_f,rep_04,call,2025-06-03 15:00:00,Sent updated deck covering attribution report walkthrough to stakeholders
tp_0648,adv_h,rep_04,meeting,2025-06-03 15:50:00,Kickoff call for social media bundle upsell
tp_0649,adv_a,rep_01,call,2025-06-04 08:10:00,same as before
tp_0650,adv_g,rep_01,demo,2025-06-04 10:05:00,"Client's marketing director joined call to discuss video series kickoff

--
Sent via mobile"
tp_0651,adv_d,rep_04,call,2025-06-04 12:00:00, 
tp_0652,adv_o,rep_03,call,2025-06-05 13:50:00,"Reviewed contract terms tied to at-risk account review, legal reviewing redlines

Best,
J."
tp_0653,adv_a,rep_01,meeting,2025-06-07 08:45:00,
tp_0654,adv_m,rep_06,call,2025-06-07 15:10:00,"Follow-up on Champions League placement, client had questions about timeline"
tp_0655,adv_s,rep_07,email,2025-06-08 10:50:00,Advertiser expanded scope of discovery placement walkthrough to include additional markets
tp_0656,adv_l,rep_05,meeting,2025-06-08 11:30:00,"Reviewed attribution report walkthrough results, positive feedback from advertiser"
tp_0657,adv_h,rep_06,email,2025-06-09 13:50:00,Great meeting - advertiser committed to renewing after co-op marketing funds review
tp_0658,adv_h,rep_04,meeting,2025-06-11 14:50:00,Sent updated deck covering Q3 budget planning to stakeholders
tp_0659,adv_g,rep_01,call,2025-06-11 15:05:00,"Discussed discovery placement walkthrough - no major concerns, moving forward as planned"
tp_0660,adv_q,rep_08,meeting,2025-06-11 17:30:00,pending
tp_0661,adv_i,rep_07,call,2025-06-12 09:10:00,"Client requested changes to spring push planning, will revise and resend"
tp_0662,adv_j,rep_01,meeting,2025-06-13 10:00:00,Sent updated deck covering audience segment review to stakeholders
tp_0663,adv_l,rep_02,meeting,2025-06-13 15:30:00,"Advertiser expanded scope of creative refresh request to include additional markets

Sent from my iPhone"
tp_0664,adv_l,rep_02,demo,2025-06-14 07:05:00,Rescheduled pricing negotiation meeting due to client conflict
tp_0665,adv_t,rep_06,call,2025-06-14 16:10:00,Rescheduled social media bundle upsell meeting due to client conflict
tp_0666,adv_t,rep_06,call,2025-06-15 14:10:00,Client's marketing director joined call to discuss contract renewal terms
tp_0667,adv_l,rep_02,email,2025-06-16 07:45:00,Advertiser asked for case studies related to mid-flight performance summary
tp_0668,adv_l,rep_05,email,2025-06-17 08:10:00,Scheduled follow-up meeting to continue Q3 budget planning conversation
tp_0669,adv_s,rep_06,email,2025-06-18 10:50:00,K
tp_0670,adv_p,rep_07,email,2025-06-18 14:15:00,Kickoff call for discovery placement walkthrough
tp_0671,adv_q,rep_08,meeting,2025-06-19 12:10:00,N/A - see CRM attachment for full call summary and next steps
tp_0672,adv_r,rep_02,call,2025-06-19 17:05:00,Advertiser expanded scope of contract renewal terms to include additional markets
tp_0673,adv_l,rep_02,call,2025-06-20 08:05:00,Y.
tp_0674,adv_d,rep_05,meeting,2025-06-20 08:45:00,Client pushed back on pricing during video series kickoff discussion
tp_0675,adv_s,rep_07,email,2025-06-21 08:20:00,"TBD on renewal date, but client confirmed budget for next year"
tp_0676,adv_o,rep_03,call,2025-06-21 08:50:00,"Reviewed discovery placement walkthrough results, positive feedback from advertiser

--
Sent via mobile"
tp_0677,adv_c,rep_02,demo,2025-06-21 16:20:00,"Client requested changes to brand values campaign brief, will revise and resend"
tp_0678,adv_m,rep_06,call,2025-06-22 16:20:00,"Discussed contract renewal terms with client

Get Outlook for iOS"
tp_0679,adv_h,rep_06,call,2025-06-24 18:30:00,Rescheduled Q2 renewal meeting due to client conflict
tp_0680,adv_q,rep_08,demo,2025-06-25 10:15:00,n/a.
tp_0681,adv_j,rep_05,demo,2025-06-26 12:15:00,Hi
tp_0682,adv_h,rep_07,call,2025-06-30 17:30:00,"Covered pricing, placement options, flight dates, and reporting cadence"
tp_0683,adv_j,rep_05,meeting,2025-06-30 18:00:00,Sent updated deck covering CTV inventory pitch to stakeholders
tp_0684,adv_m,rep_06,demo,2025-07-01 07:10:00,"Discussed Champions League placement - no major concerns, moving forward as planned"
tp_0685,adv_c,rep_02,meeting,2025-07-06 12:20:00,Client's marketing director joined call to discuss social media bundle upsell
tp_0686,adv_d,rep_04,email,2025-07-06 18:00:00,"Follow-up on audience segment review, client had questions about timeline"
tp_0687,adv_t,rep_06,email,2025-07-08 09:10:00,Scheduled follow-up meeting to continue brand values campaign brief conversation
tp_0688,adv_m,rep_06,meeting,2025-07-10 12:30:00,"Reviewed contract terms tied to social media bundle upsell, legal reviewing redlines"
tp_0689,adv_h,rep_07,meeting,2025-07-11 13:45:00,"Follow-up on recipe series sponsorship, client had questions about timeline"
tp_0690,adv_c,rep_02,call,2025-07-11 17:30:00,"Discussed budget, timeline, creative assets, and renewal terms with client"
tp_0691,adv_j,rep_05,call,2025-07-13 10:10:00,Rescheduled video series kickoff meeting due to client conflict
tp_0692,adv_t,rep_05,call,2025-07-13 10:30:00,"Flagged concerns about brand values campaign brief performance, escalating internally"
tp_0693,adv_h,rep_04,email,2025-07-13 12:20:00,todo
tp_0694,adv_q,rep_08,email,2025-07-13 15:30:00,Advertiser expanded scope of brand values campaign brief to include additional markets
tp_0695,adv_l,rep_05,meeting,2025-07-13 18:15:00,"Discussed brand values campaign brief - no major concerns, moving forward as planned"
tp_0696,adv_l,rep_05,call,2025-07-14 08:20:00,Scheduled follow-up meeting to continue pricing negotiation conversation
tp_0697,adv_o,rep_03,call,2025-07-15 09:50:00,Advertiser expanded scope of social media bundle upsell to include additional markets
tp_0698,adv_j,rep_01,call,2025-07-16 14:10:00,
tp_0699,adv_h,rep_06,meeting,2025-07-16 14:15:00,Discussed audience segment review with client
tp_0700,adv_h,rep_04,call,2025-07-17 11:05:00,nil
tp_0701,adv_m,rep_06,email,2025-07-17 13:30:00,"Discussed audience segment review - no major concerns, moving forward as planned"
tp_0702,adv_j,rep_01,email,2025-07-19 12:20:00,"Reviewed contract terms tied to Q1 awareness campaign, legal reviewing redlines"
tp_0703,adv_a,rep_01,email,2025-07-20 07:05:00,check in
tp_0704,adv_h,rep_07,call,2025-07-20 13:45:00,Discussed impression dashboard walkthrough with client
tp_0705,adv_e,rep_01,call,2025-07-21 08:05:00,"Discussed discovery placement walkthrough - no major concerns, moving forward as planned"
tp_0706,adv_m,rep_06,email,2025-07-21 09:05:00,"Flagged concerns about social media bundle upsell performance, escalating internally"
tp_0707,adv_t,rep_06,call,2025-07-21 10:10:00,na
tp_0708,adv_l,rep_02,demo,2025-07-22 14:20:00,Sent updated deck covering new product launch tie-in to stakeholders
tp_0709,adv_l,rep_05,call,2025-07-23 11:10:00,Client pushed back on pricing during Q1 awareness campaign discussion
tp_0710,adv_d,rep_05,meeting,2025-07-23 12:05:00,Advertiser asked for case studies related to influencer partnership pitch
tp_0711,adv_h,rep_04,call,2025-07-25 12:10:00,"Sent programmatic pilot discussion details via email

Get Outlook for iOS"
tp_0712,adv_h,rep_07,email,2025-07-26 10:10:00,null
tp_0713,adv_q,rep_08,email,2025-07-26 16:05:00,"Follow-up on Q4 upsell conversation, client had questions about timeline"
tp_0714,adv_c,rep_02,email,2025-07-28 12:15:00,Great meeting - advertiser committed to renewing after spring push planning review
tp_0715,adv_l,rep_05,call,2025-07-28 17:00:00,"Reviewed contract terms tied to video series kickoff, legal reviewing redlines"
tp_0716,adv_j,rep_01,call,2025-07-28 17:20:00,
tp_0717,adv_h,rep_07,email,2025-07-29 13:45:00,NONE
tp_0718,adv_a,rep_01,email,2025-07-30 08:05:00,Scheduled follow-up meeting to continue Champions League placement conversation
tp_0719,adv_i,rep_04,email,2025-07-31 11:15:00,"Reviewed holiday campaign brief results, positive feedback from advertiser"
tp_0720,adv_j,rep_07,call,2025-08-02 08:50:00,Scheduled follow-up meeting to continue video series kickoff conversation
tp_0721,adv_l,rep_05,meeting,2025-08-02 16:10:00,Sent recipe series sponsorship details via email
tp_0722,adv_g,rep_01,email,2025-08-03 07:10:00,"Discussed recipe series sponsorship - no major concerns, moving forward as planned"
tp_0723,adv_r,rep_01,email,2025-08-03 15:50:00,Great meeting - advertiser committed to renewing after Q3 budget planning review
tp_0724,adv_t,rep_05,call,2025-08-04 07:10:00,Advertiser expanded scope of mid-flight performance summary to include additional markets
tp_0725,adv_m,rep_06,email,2025-08-06 17:10:00,Walked client through pricing negotiation
tp_0726,adv_h,rep_06,email,2025-08-09 07:20:00,Walked client through Q2 renewal
tp_0727,adv_i,rep_07,meeting,2025-08-09 08:20:00,Rescheduled recipe series sponsorship meeting due to client conflict
tp_0728,adv_g,rep_01,meeting,2025-08-09 12:50:00,FOLLOW UP ASAP - CLIENT ESCALATED TO VP LEVEL
tp_0729,adv_g,rep_01,call,2025-08-10 09:30:00,"Walked client through video series kickoff

Get Outlook for iOS"
tp_0730,adv_d,rep_05,call,2025-08-10 13:45:00,"mid-flight performance summary - client is interested, sending proposal next week"
tp_0731,adv_f,rep_04,call,2025-08-11 10:10:00,TODO
tp_0732,adv_m,rep_06,email,2025-08-12 08:05:00,"Reviewed recipe series sponsorship results, positive feedback from advertiser"
tp_0733,adv_s,rep_06,call,2025-08-13 12:05:00,Walked client through holiday campaign brief
tp_0734,adv_m,rep_06,meeting,2025-08-13 12:50:00,"Q4 upsell conversation - client is interested, sending proposal next week"
tp_0735,adv_i,rep_04,email,2025-08-13 17:05:00,Client's marketing director joined call to discuss Q2 renewal
tp_0736,adv_p,rep_07,call,2025-08-16 10:05:00,Y.
tp_0737,adv_a,rep_01,call,2025-08-17 11:00:00,Client pushed back on pricing during pricing negotiation discussion
tp_0738,adv_b,rep_02,email,2025-08-18 12:50:00,Rescheduled pricing negotiation meeting due to client conflict
tp_0739,adv_m,rep_06,meeting,2025-08-21 08:45:00,
tp_0740,adv_t,rep_06,call,2025-08-23 17:05:00,"Follow-up on influencer partnership pitch, client had questions about timeline"
tp_0741,adv_j,rep_07,meeting,2025-08-23 18:10:00,Scheduled follow-up meeting to continue quarterly business review conversation
tp_0742,adv_i,rep_07,call,2025-08-24 08:30:00,Great meeting - advertiser committed to renewing after podcast series onboarding review
tp_0743,adv_c,rep_02,email,2025-08-24 11:45:00,"Reviewed brand values campaign brief results, positive feedback from advertiser"
tp_0744,adv_s,rep_06,meeting,2025-08-25 15:45:00,Advertiser asked for case studies related to attribution report walkthrough
tp_0745,adv_r,rep_01,email,2025-08-26 07:50:00,Client pushed back on pricing during Q4 upsell conversation discussion
tp_0746,adv_j,rep_01,meeting,2025-08-26 10:00:00,Rescheduled at-risk account review meeting due to client conflict
tp_0747,adv_j,rep_01,call,2025-08-26 15:10:00,Sent influencer partnership pitch details via email
tp_0748,adv_i,rep_07,call,2025-08-27 08:10:00,"Q4 upsell conversation - client is interested, sending proposal next week"
tp_0749,adv_q,rep_08,call,2025-08-27 13:05:00,Advertiser asked for case studies related to discovery placement walkthrough
tp_0750,adv_d,rep_05,email,2025-08-28 07:30:00,FOLLOW UP ASAP - CLIENT ESCALATED TO VP LEVEL
tp_0751,adv_l,rep_02,email,2025-08-28 16:50:00,Advertiser asked for case studies related to CTV inventory pitch
tp_0752,adv_t,rep_06,meeting,2025-08-29 17:30:00,"Client requested changes to holiday campaign brief, will revise and resend"
tp_0753,adv_m,rep_06,meeting,2025-08-31 17:00:00,y
tp_0754,adv_o,rep_03,meeting,2025-09-01 09:50:00,"Client requested changes to impression dashboard walkthrough, will revise and resend"
tp_0755,adv_h,rep_07,call,2025-09-01 13:30:00,Client's marketing director joined call to discuss spring push planning
tp_0756,adv_l,rep_02,call,2025-09-02 16:05:00,Kickoff call for Q4 upsell conversation
tp_0757,adv_d,rep_02,email,2025-09-03 15:20:00,Walked client through Q4 upsell conversation
tp_0758,adv_h,rep_07,call,2025-09-04 12:45:00,Discussed new product launch tie-in with client
tp_0759,adv_l,rep_02,call,2025-09-06 07:05:00,Rescheduled audience segment review meeting due to client conflict
tp_0760,adv_o,rep_02,call,2025-09-07 16:00:00,Rescheduled audience segment review meeting due to client conflict
tp_0761,adv_j,rep_07,email,2025-09-08 10:00:00,Not applicable
tp_0762,adv_s,rep_07,call,2025-09-08 13:05:00,"Agenda:
1. Performance review
2. Budget for Q3
3. Next steps"
tp_0763,adv_t,rep_05,demo,2025-09-09 16:45:00, NA 
tp_0764,adv_h,rep_07,email,2025-09-09 18:15:00,	TBD	
tp_0765,adv_t,rep_05,call,2025-09-10 09:20:00,Scheduled follow-up meeting to continue social media bundle upsell conversation
tp_0766,adv_i,rep_04,meeting,2025-09-13 15:15:00,"Client requested changes to Q2 renewal, will revise and resend"
tp_0767,adv_o,rep_02,call,2025-09-14 14:15:00,Advertiser asked for case studies related to spring push planning
tp_0768,adv_i,rep_04,call,2025-09-18 16:00:00,Quick sync
tp_0769,adv_h,rep_07,demo,2025-09-19 07:45:00,"Discussed budget, timeline, creative assets, and renewal terms with client"
tp_0770,adv_q,rep_08,meeting,2025-09-19 15:15:00,no notes
tp_0771,adv_l,rep_02,meeting,2025-09-20 07:00:00,Client's marketing director joined call to discuss mid-flight performance summary
tp_0772,adv_g,rep_01,email,2025-09-21 15:05:00,Discussed pricing &amp; timeline with client
tp_0773,adv_t,rep_06,call,2025-09-22 11:45:00,no notes
tp_0774,adv_l,rep_05,meeting,2025-09-22 17:15:00,"Left voicemail regarding video series kickoff, awaiting callback"
tp_0775,adv_k,rep_07,call,2025-09-24 08:20:00,	
tp_0776,adv_d,rep_05,call,2025-09-24 14:30:00,Advertiser asked for case studies related to video series kickoff
tp_0777,adv_h,rep_04,meeting,2025-09-26 13:10:00,Walked client through CTV inventory pitch
tp_0778,adv_l,rep_05,demo,2025-09-27 14:15:00,Scheduled follow-up meeting to continue attribution report walkthrough conversation
tp_0779,adv_t,rep_06,call,2025-09-30 07:50:00,"Discussed budget, timeline, creative assets, and renewal terms with client"
tp_0780,adv_a,rep_01,meeting,2025-09-30 12:05:00,Advertiser asked for case studies related to brand values campaign brief
tp_0781,adv_t,rep_06,call,2025-09-30 13:05:00,"Reviewed Champions League placement results, positive feedback from advertiser"
tp_0782,adv_l,rep_05,email,2025-10-01 18:20:00,"Champions League placement - client is interested, sending proposal next week"
tp_0783,adv_n,rep_02,meeting,2025-10-02 11:45:00,Rescheduled Q1 awareness campaign meeting due to client conflict
tp_0784,adv_p,rep_07,call,2025-10-03 17:15:00,No notes field filled originally; adding context now: client is happy
tp_0785,adv_j,rep_01,call,2025-10-03 18:15:00,"Covered pricing, placement options, flight dates, and reporting cadence"
tp_0786,adv_a,rep_01,email,2025-10-04 09:45:00,"Discussed audience segment review - no major concerns, moving forward as planned"
tp_0787,adv_b,rep_02,email,2025-10-04 10:05:00,"Reviewed contract terms tied to co-op marketing funds, legal reviewing redlines"
tp_0788,adv_d,rep_05,email,2025-10-04 12:10:00,Great meeting - advertiser committed to renewing after attribution report walkthrough review
tp_0789,adv_f,rep_04,call,2025-10-05 08:30:00,"mid-flight performance summary - client is interested, sending proposal next week"
tp_0790,adv_s,rep_05,email,2025-10-05 11:30:00,xx
tp_0791,adv_i,rep_07,email,2025-10-06 09:10:00,"Reviewed contract terms tied to Q1 awareness campaign, legal reviewing redlines"
tp_0792,adv_t,rep_06,meeting,2025-10-06 11:10:00,"Reviewed holiday campaign brief results, positive feedback from advertiser"
tp_0793,adv_l,rep_02,meeting,2025-10-06 15:00:00,
tp_0794,adv_l,rep_05,call,2025-10-07 13:45:00,"Rescheduled Q4 upsell conversation meeting due to client conflict

--
Sent via mobile"
tp_0795,adv_j,rep_01,email,2025-10-08 09:30:00,XXX
tp_0796,adv_c,rep_02,demo,2025-10-08 17:20:00,Walked client through at-risk account review
tp_0797,adv_j,rep_01,email,2025-10-10 13:45:00,Sent Q1 awareness campaign details via email
tp_0798,adv_m,rep_06,demo,2025-10-16 15:20:00,Discussed video series kickoff with client
tp_0799,adv_j,rep_01,email,2025-10-17 11:00:00,
tp_0800,adv_l,rep_02,email,2025-10-17 12:45:00,FOLLOW UP ASAP - CLIENT ESCALATED TO VP LEVEL
tp_0801,adv_l,rep_02,call,2025-10-17 14:50:00,"Left voicemail regarding influencer partnership pitch, awaiting callback"
tp_0802,adv_t,rep_02,email,2025-10-17 18:15:00,"Client requested changes to Q1 awareness campaign, will revise and resend

Sent from my iPhone"
tp_0803,adv_k,rep_07,meeting,2025-10-18 13:10:00,"Sent audience segment review details via email

Get Outlook for iOS"
tp_0804,adv_h,rep_06,meeting,2025-10-18 15:50:00,0
tp_0805,adv_g,rep_01,email,2025-10-19 08:50:00,Rescheduled Champions League placement meeting due to client conflict
tp_0806,adv_g,rep_01,call,2025-10-19 11:50:00,Great meeting - advertiser committed to renewing after impression dashboard walkthrough review
tp_0807,adv_c,rep_02,call,2025-10-19 17:00:00,Advertiser expanded scope of Champions League placement to include additional markets
tp_0808,adv_d,rep_04,email,2025-10-20 12:10:00,"Covered pricing, placement options, flight dates, and reporting cadence"
tp_0809,adv_p,rep_05,call,2025-10-22 14:05:00,"Reviewed contract terms tied to newsletter renewal, legal reviewing redlines"
tp_0810,adv_l,rep_05,call,2025-10-24 08:10:00,URGENT: CLIENT WANTS TO CANCEL CONTRACT IMMEDIATELY
tp_0811,adv_r,rep_04,demo,2025-10-25 11:05:00,nil
tp_0812,adv_i,rep_02,call,2025-10-26 09:00:00,"Client requested changes to contract renewal terms, will revise and resend"
tp_0813,adv_l,rep_02,demo,2025-10-26 15:10:00,"Left voicemail regarding mid-flight performance summary, awaiting callback"
tp_0814,adv_t,rep_06,email,2025-10-27 07:30:00,Walked client through discovery placement walkthrough
tp_0815,adv_o,rep_03,email,2025-10-27 08:20:00,"Client requested changes to at-risk account review, will revise and resend"
tp_0816,adv_o,rep_02,meeting,2025-10-27 12:10:00,"Champions League placement - client is interested, sending proposal next week"
